,podcast name,review name,review score,review text
111,The Recovery Show » Finding serenity through 12 step recovery in Al-Anon – a podcast,This podcast has become my KEY!!!,5,"I’m sharing your podcast with many friends and loved ones as I have opportunity now at the ripe age of 52, re-entering work of the Twelve steps once again, but not because of anyone else in my life; I re-enter because my way is still broken. And just as I began my search for all I could find...here you were. I’m so thankful for you and all those you’ve teamed up with to provide humble, grateful, honest, non-shaming, non-blaming, genuinely kind help."
112,The Recovery Show » Finding serenity through 12 step recovery in Al-Anon – a podcast,Keepin’ it real,5,"I’ve been a listener for 9 months and tasted old and new episodes. I appreciate your service and am so grateful for your how your sharing has impacted me, especially in my early months in recovery. What a blessing and a reality check for me!"
113,The Recovery Show » Finding serenity through 12 step recovery in Al-Anon – a podcast,Thanks,5,"Thank you, Spencer and hosts, for this amazing gift. I am new to Al-anon and this podcast was recommended. What a blessing. It is my companion during my morning and evening commutes. It helps keep me centered, and reminds me to stay in my lane, literally and figuratively."
114,The Recovery Show » Finding serenity through 12 step recovery in Al-Anon – a podcast,Constant comfort,5,His voice alone helps me calm the running thoughts so I can better listen and grow Thank you Spensor
115,Brain Over Binge Podcast,Real Help,5,This podcast is real information that is helpfully healing my issues with food. I have listened to all the back episodes which have been transformational and user friendly. I like the common sense and realistic attitude.
116,Brain Over Binge Podcast,A godsend,5,This was truly revolutionary for me. This was life altering. This was my answer.
117,Brain Over Binge Podcast,Binge eating,5,I learned new information that was helpful.
118,Brain Over Binge Podcast,Honest.,5,"For anyone looking to recover:
I am a 21 year old male who has struggled with body dysmorphia, bulimia, binge eating, as well as habitual over eating for upwards of 7 years. All of which I believe are a result of restrictive eating, “dieting”, and rigid workout regiments with no clear instructions or boundaries of genuine self improvement. If you are looking to give a new approach a try I would HIGHLY recommend studying these podcasts as you would any other educational course. In my experience, taking notes in conjunction with multiple replays of each episode was a huge factor in instilling the value of what can be taken from the lessons— as well as reaffirming just how false the urge to binge is (generally and in the context of experience an urge or binge episode). There is a very high ratio of quality content to self promotion in this series."
119,Brain Over Binge Podcast,The older woman ruins it,2,If this was just you speaking on this topic I would listen but everytime it moves to cookie I have to skip forward because her voice is so hard to listen to.
120,Brain Over Binge Podcast,🌟Saving Grace🌟,2,"Karen and Cookie...I have been stumbling over roadblocks for over a year trying to help my teenage daughter find a way to the end of her B.E.D. It has been an incredibly difficult, tumultuous journey that never seems to come even close to ending. I thought I knew everything there was to know about this
dis-ease after countless hours of research and attempts to find the right kind of “therapist”-but I now know how wrong I’ve been and how much of a tight grip the world of therapy has on eating disorders. I feel as if my efforts to educate myself have been lost efforts because nothing seems to help no matter what the cost,both financially and emotionally. That is, until I discovered your podcast!! I have no words for the level of gratitude I have for your precise and clear way and educating and directing people towards recovery. I’m only just starting to listen to your episodes and already feel a sense of relief and hope that I have not experienced yet on this journey. My daughter has always claimed that it is something wrong with her brain and that is why it’s happening, because she says she really truly does not feel like she has control over her choices when it comes to binging... like something inside her brain is controlling her. Finding something that explains what’s happening in the brain in relationship to this disorder is absolutely the perfect tool for her recovery! Funny thing, I was about to enroll my daughter into an eating disorder clinic when I found your Podcast and now I am second-guessing that choice, as I am sure they will just try to find and over analyze what it is about her past that she’s trying to “cope with” through BED. I wish I had discovered you sooner as I know you just began a course. (I’m going to check out your website to see when the next course begins). There are no words that could possibly level up to the amount of gratitude I have for your wisdom and your willingness to share it. I am beyond grateful, as is my daughter. It’s as if we have been covered in a cloak of darkness and despair and your words and wisdom have lifted it off of us and we can see the light🌟
Thank you so very much 🙏🏽🙏🏽🙏🏽"
121,Brain Over Binge Podcast,New discovery...,5,"Kathryn
YOU....ARE....AMAZING!!!
I have just discovered you, of course the universe brought your podcast into my world, I can’t even remember how I came across it!
I hear your podcast it literally feels like The words you share about your story are talking about me.
Thank you for shining your beautiful light to those that need.
You are appreciated greatly dearest!💜🙏🏽😌"
122,Brain Over Binge Podcast,After a binge today I need to relisten,5,"By listening to this show over the past couple months my binge episodes have gone WAY WAY down, but I still have so much work to do as tonight I went insane on some donuts. I need to get back to the basics and realize the faulty wiring of my brain leading me down the wrong isles at the grocery department and how to break the vicious cycle. But I believe it is possible with tips from this show"
123,Brain Over Binge Podcast,Too much self promotion,2,"While the information they were presenting was good, literally half of each podcast is about them self-promoting their books. Additionally, when they actually *are* talking about the content, they repeat themselves to where maybe 2 to 3 minutes of each podcast actually contains helpful information."
124,Brain Over Binge Podcast,Heart medicine,5,Speaks my heart language
125,Ask Herbal Health Expert Susun Weed,Listen with an open heart,5,Not for those who need a lot of coddling. Fierce personal truths and decades of experience and research are shared. The callers are real and the exchanges between them and the hosts are often heartbreakingly tender. Great work ladies!
126,Ask Herbal Health Expert Susun Weed,Nope,1,Verbally assaults. Don’t listen.
127,Ask Herbal Health Expert Susun Weed,Vital information for health,5,Susun knows so much not only about herbs but about how to live in a more holistic organic manner. She is a force for good for every living thing in these increasingly dark times. I don’t mind that she is crotchety at times — it is kind of funny and besides as a crone she is more than entitled to these lively outbursts.
128,Ask Herbal Health Expert Susun Weed,Love Susan ⭐️⭐️⭐️⭐️⭐️,5,"I really appreciate her direct, no nonsense style of answering people’s questions. She has wisdom we can all be open to learn from. Her style of communication can be difficult to handle for those with sensitive ego’s. She is human and isn’t the end all be all of facts. Meaning she isn’t perfect and doesn’t have answers to everything.
Her books are excellent!!"
129,Ask Herbal Health Expert Susun Weed,Wildly inconsistent,1,"I heard the episode last week where Ms. Weed launched into a rant praising vaccines and placing anyone who questions their safety into a flat earth / conspiracy theory category? What? I then listened to a show recorded in 2017 with Time Monk Radio where Ms. Weed calmly, rationally presented her research on the dangers of vaccines and stated that she herself has never had a flu shot! What’s going on here? If you’re going to dish out health advice, please be consistent."
130,Ask Herbal Health Expert Susun Weed,Agro Herbalism,2,"Liver Heat is real. Thanks for the reminder by your behavior, Susun."
131,Ask Herbal Health Expert Susun Weed,Mixed,3,Tons of great info on this podcast but JEEZ could Susan be any more condescending and rude to people? Sometimes it makes me so anxious I have to stop listening.
132,Ask Herbal Health Expert Susun Weed,So much knowledge...so hard to listen,3,"Susun’s gifts are also her biggest weaknesses. She holds women accountable and shows them how they keep themselves small, but she often becomes berating. She refuses to interact with people’s self-defeating defense mechanisms, but she shames them for not seeing what she can (I mean, who sees themselves clearly all the time?!). She imparts SO MUCH useful knowledge, but she isn’t terribly curious about what others have to offer. She wants women to be strong, but she reinforces pretty pathetic people-pleasing behavior in her callers.
I don’t think Susun has been challenged enough in a real and powerful way (social media calling out isn’t gonna cut it). She has touted the benefits of non-violent communication, but gets hijacked by her limbic system whenever someone is annoying her and she goes full nuclear.
It’s sad, because she has so much to offer. I love her teachings, but the podcast is often cringeworthy."
133,Ask Herbal Health Expert Susun Weed,Oh jeez,1,"I like to peruse the ol’ iTunes Store for new podcasts, and happened to stumble across Susun’s show. I’ve been a proponent of herbs in the past; I’ve taken raspberry leaf tea like the best of ‘em.
But I was listening in to the October 21 show. The first caller complained of major constipation and abdominal pain. As an aside, she listed off herbs she took for sleep, including poppy seed.
Now, I’ve seen “Trainspotting.” I know that any and all poppy products and opiates have a tendency to cause constipation and, in some cases, serious abdominal pain and/or gastric bezoars. But, through either ignorance or sheer not-listening, Susan didn’t seem to notice.
This is a long way of saying WOOF. I hope that caller gets the help she needs, though it probably won’t be from Susun."
134,Ask Herbal Health Expert Susun Weed,Saddened by Susun's Behavior,3,"I am shocked at how poorly Susun treats her followers/callers. These are the very people that allow her to exist on this platform. If she continues to treat every caller like they're a dimwit, she will have no one to listen or call on her before long. Talking over people, dissmissing their thoughts or concerns, rude crude responses...leave that to Howard Sterns of the world. Why have a show like this when she clearly has little deisre to speak with or educate those who are beneath her level of knowlege or skill? As a person who has studied human behavor most of my life, I strongly suggest she stick to writing books and allow the heart centered, knowledgeable beings around her to respond to the followers and callers. She's too high and mighty for her own good, her behavior on this VERY PUBLIC platform is a detriment to her life's purpose and work. I'll end by saying that I absolutly love Susun Weed and her work in this world, but I can't listen to her treat her loyal followers so poorly."
135,"Fearless Rebelle Radio with Summer Innanen - Body Image, Body Positivity, Self-Help, Feminism",Finally I Get It,5,I have been working on recovery for a couple of years an you are helping me get it. It’s not my fault. I can be more compassionate with myself and be angry with the way the media has made me feel less than. I just signed up for your You on Fire program and I can’t wait to work with you. You Rock!
136,"Fearless Rebelle Radio with Summer Innanen - Body Image, Body Positivity, Self-Help, Feminism",Makes you dig deep,5,"Thank you Summer! I have been listening to your podcast for a couple months now. The episode that really hit me in the feels and made me dig deep inside to figure out what in the world is going on with me, was the comparison episode. WOW! I never realized how much I do compare myself to others. I appreciate that you give us tools to use to try to figure out how to navigate our feelings in every episode.
If you are looking for a clear cut, no BS podcast that gives you not only scientific evidence on why we behave the way way do, but also give you the tools to navigate these topics, Summer’s podcast is for you!"
137,"Fearless Rebelle Radio with Summer Innanen - Body Image, Body Positivity, Self-Help, Feminism",Be prepared for some feels,5,"I’ve been listening to Summer’s podcasts for about 3 months. Be prepared for her to bring up a lot of feelings that are deep inside ....it can lead to a good cry every now and then if you’re being real with yourself. As I’m turning 50 this year, I’m trying to find a way to finally stop being so darn mean to myself and to start finding the courage to say that I am enough. I feel like she’s speaking right to me, and between her podcasts and IG/FB posts, she always manages to say just what I need to hear when I need to hear it. I’m not there yet on my journey, but Summer’s well is a critical tool for the effort."
138,"Fearless Rebelle Radio with Summer Innanen - Body Image, Body Positivity, Self-Help, Feminism",Really needed to hear this!,5,Thank you so much. Have learned SO much already and you are helping me start my journey to get rid of being in a restrictive mindset and loving my body no matter my weight. I have been feeling really hopeless lately but your podcasts make me feel like there is hope!
139,"Fearless Rebelle Radio with Summer Innanen - Body Image, Body Positivity, Self-Help, Feminism",Amazing introduction to change your life,5,If it wasn’t for Summer’s podcast I would have never been introduced to intuitive eating and HAES. I am so thankful for all of the information and resources she provides in these podcasts. I always look forward to new episodes!!
140,"Fearless Rebelle Radio with Summer Innanen - Body Image, Body Positivity, Self-Help, Feminism",Fabulously empowering,5,"I have listened to all of the episodes and love how it’s evolved. From the beginning, Summer has empowered women to live their authentic lives in authentic bodies. Fabulous listen for any/all women!"
141,"Fearless Rebelle Radio with Summer Innanen - Body Image, Body Positivity, Self-Help, Feminism",Really Great Podcast,5,"I’ve just started being interested in making peace with my body and food and seeing diet culture for what it really is. It’s a lot to unravel. I am so glad I found Summer.
Summer’s style is very positive and upbeat, and I believe her - she knows her stuff. Also, she has a very pleasing voice , and that’s a plus - sometimes podcasters have voices that I find annoying. I’m enjoying learning from Summer, and really like the series she’s got on now. Thank you, Summer!!"
142,"Fearless Rebelle Radio with Summer Innanen - Body Image, Body Positivity, Self-Help, Feminism","Fun, interesting and needed!",5,"I really enjoy listening to Summer smash diet culture and the incessent need that women feel to be smaller. I've listened to many of them, but most recently the ones on body image are wonderful!"
143,"Fearless Rebelle Radio with Summer Innanen - Body Image, Body Positivity, Self-Help, Feminism",It’s like hearing my best friend speak,5,I am a brand new listener to this podcast and in the beginning stages of rejecting diet culture. Finding this podcast has really struck a cord inside. Summer’s choice of words and phrases are those that make me feel as though she is one of my oldest friends and talking to me in a way that I don’t feel lectured. Love this so much - thank you.
144,"Fearless Rebelle Radio with Summer Innanen - Body Image, Body Positivity, Self-Help, Feminism",Love this podcast,5,The messages of this podcast are so important and needed. Thank you for the work that you do. You change lives and make the world a better place.
145,The Great Love Debate with Brian Howie,Awesome Podcast!!!,5,"Brian, host of The Great Love Debate podcast, highlights all aspects of relationships, life changes and more in this can’t miss podcast! The host and expert guests offer insightful advice and information that is helpful to anyone that listens!"
146,The Great Love Debate with Brian Howie,Love Brian!,5,"I sincerely enjoy Brian’s “no-BS” clear cut advice. Not to mention how his sense of humor never fails to make me laugh out loud.
Great podcast for the single ladies out there!"
147,The Great Love Debate with Brian Howie,Shallow discussions,2,"Maybe you can find gold nuggets every now and then, but for a vast majority of the time nothing is really said. They have a lively mannerisms, and are well suited for voice podcasting, but there is no content, or meat; just little snippets of opinions and sometimes facts.
A representative episode to see what I am talking about would be the “23 questions” episode. Everything is surface layer here, and I almost always review positively for things, but I just can’t for this one. I would take this as advice for host because everyone really does have good podcasting personalities. This is something fixable."
148,The Great Love Debate with Brian Howie,Well worth subscribing to this show.,5,"Highly recommend.
I LOVE this show & Brian Howie continues to give me hope that I will find the right relationship and figure out what my version of “happy” will be.
We don’t have to settle,
we can all make a change that can lead to the future we choose -not just what others push on us."
149,The Great Love Debate with Brian Howie,"Insightful, Humorous",5,"Brian’s take on dating and relationships is always so insightful. I love the guests and the humorous takes on love and dating.
Definitely worth a listen for anyone trying to navigate dating."
150,The Great Love Debate with Brian Howie,"Insightful, Intelligent, and integral to dating today!",5,"I attended a live show and enjoyed it so much I now listen to the podcasts. Never stop making love, Brian!"
151,The Great Love Debate with Brian Howie,Can’t stop listening,5,"I am such a huge fan of this podcast- I randomly saw the GLD in nyc and listened to a podcast afterwards and I liked it so much I binged and listened to every single GLD podcast.
Everyone on the show (Brian, his producer Keiko, all the guests) has interesting things to say and they are all just very likable. It amazes me how they constantly find important/relevant topics and have a variety of ways of discussing things (I.e. their “worst date or first date” game). Brian is very wise and I often times find myself writing down lines he says and texting them to friends to help them- sooo many nuggets of wisdom on this show. He said something brilliant about closure in his last show and it’s the most helpful thing I have ever heard and I replayed it about 20x, that’s how smart it was.
I am very grateful for the existence of this podcast and I can’t wait to hear more episodes! Love love love the Great Love Debate."
152,The Great Love Debate with Brian Howie,Dating tips,5,Thanks for the great tips !!!
153,The Great Love Debate with Brian Howie,"Entertaining, I Guess",3,"This podcast is totally shallow, superficial, vapid, and cynical. To be fair, I think the appeal of this podcast is that it's shallow, superficial, vapid, and cynical. It's entertaining now and again, but I wouldn't take it too seriously as some type of dating gospel or anything. Brian Howie definitely has some good advice from time to time, but there are far, far better resources for modern dating than this podcast. I give it three stars. It's laugh-out-loud funny once in a blue moon and easy to listen to, but boy does it sour a person on wanting to put themselves out there and date. Read something like If the Buddha Dated or some such thing instead--something softer and gentler. Brian Howie and his guests can be brutal, kind of like dating apps."
154,The Great Love Debate with Brian Howie,"Funny, and educational",5,"This is the best podcast for dating and relationships! GLD helps single men and women overcome hyper judgmental perceptions, while being entertaining, and educational♥️ Love these guys!"
155,Bathtalk with Jade & Kidder Kaper,Should have explicit tag,1,EXPLICIT TAG! EXPLICIT TAG! EXPLICIT TAG! EXPLICIT TAG! EXPLICIT TAG! EXPLICIT TAG!
156,Bathtalk with Jade & Kidder Kaper,Love it. Do more!,5,"I know you guys have a lot going on with SiF but this podcast is great too, in tht you really model all of the advice you give on SiF. To me it's great to feel like I have couple friends that are like me and my husband. We are not out as swingers to our friends and it's nice to hear another couple talk the way we do and just have non vanilla thinking. I love kissers and jades dynamic and I wish you the best. Do some more BTW :)"
157,Bathtalk with Jade & Kidder Kaper,COOL WISH U WOULD DO MORE!,5,Love this show wish there could be more.....
158,Bathtalk with Jade & Kidder Kaper,"Talking in a bath, about good things...",5,"Relaxed discussion with good thoughts, advice and information. Works well with the Sex is Fun podcast."
159,Bathtalk with Jade & Kidder Kaper,I love BathTalk!,5,"I started listening to BathTalk because of my fondness for Sex is Fun, Kidder's other podcast. As in that show, Kidder is the driving force behind this podcast, and he has an undenyable charisma that makes every subject fun. Jade is a calming counter to him who's no less informed or honest. There is a genuine affection between these two that never turns into hokeyness and that serves to reinforce the idea that relationships can be loving, open, fun, and intimate. While I'm not married and I mainly came to this show for the sex advice (as other reviewers have said, the ""Incompatible Sex Drive"" episode is a real lifesaver), I've found myself really enjoying the gamut of topics covered, from sexy vacation destinations to why one should make scrapbooks. Trying this podcast on a lark has become a case of getting more than I bargained for and loving it."
160,Bathtalk with Jade & Kidder Kaper,Sound Advice....,5,I find myself missing the wisdom of Kidder and Jade. My husband and I really enjoy listening to the good advice that they have to give. We wish they would update more regularly.
161,Bathtalk with Jade & Kidder Kaper,A Perfect Education tool,5,Eventhough Kidder and Jade don't do a lot of podcasts the ones they do a a perfect Education tool. They are both highly edgucated and their married with kids and a rocksolid marriage. You want to learn about relationships and stuff this is a necessity. This Tool is free..So why are you reading this go subscribe and get all the episodes. THANK_YOU guys! Life's dirty take a bath!
162,Bathtalk with Jade & Kidder Kaper,Disparate sex drive advice was superb,4,"Before I express my thanks, I have to say those kids breaking into the bathroom at 11 p.m. to get into the limelight is too cute. The episode that you did about partners and different sex drives was of more use than any advice column I've come across. I found myself saying, ""Oh, that's exactly like us,"" and ""Oh my god, other people have this problem, too?"" throughout your show. Even if I never implement any of your suggestions, it's good to know I am not a freak for having a twenty-something's sex drive while my boyfriend has a thirty-something's sex drive, ie, he's not as sexual. Mahalo nui for taking the time out of your busy schedule to share an intimate moment and sage advice with other couples trying."
163,Bathtalk with Jade & Kidder Kaper,"A Fun, Little Podcast",4,"Okay, so it's a super-simple format (a husband and wife take a bath together and chat) that sounds lame on paper, but give it a chance. In this case, the two ""hosts"" make all the difference. They made me realize that a lot of the things I'm experiencing in my own marriage are perfectly normal. This podcast has been a help and an inspiration for which I am quite grateful. Keep up the great work, guys!"
