,podcast name,review name,review score,review text
31,Inspire Nation | Daily Inspiration - Motivation - Meditation | Law of Attraction | Health | Career | Spirituality | Self-Help,Best spirituality and self help show,5,I’ve yet to listen to an episode that made me feel any less than better. I always feel great after hearing Michael interview his amazing guests!
32,Inspire Nation | Daily Inspiration - Motivation - Meditation | Law of Attraction | Health | Career | Spirituality | Self-Help,So many “Wooo Hooo’s”,2,I wanted to enjoy this however it can be very distracting with the many “woo hoo’s” throughout the episode.
33,Inspire Nation | Daily Inspiration - Motivation - Meditation | Law of Attraction | Health | Career | Spirituality | Self-Help,Great interviews,5,"I always learn a lot on this show. Michael is a talented interviewer and gets things from those he interviews that I haven’t heard elsewhere. While there are certain things I can’t quite go along with as a Christian (spirit guides, the Universe over the one true God), there’s still much to be gained from the wide variety of guests. It’s definitely one of my top podcasts I listen to regularly."
34,Inspire Nation | Daily Inspiration - Motivation - Meditation | Law of Attraction | Health | Career | Spirituality | Self-Help,Hard to focus,1,The whooohooo is sooo annoying. If not for this I might enjoy the content.
35,Black Girl In Om,Wow!,5,Sooooo need this in my life right now. Beautiful. Just beautiful. ❤️
36,Black Girl In Om,Amazing Work!,5,I just discovered this podcast and I’m so glad I did. Currently listening to the current episode and I wish I could be there for this event Sunday. This is such important work! I will be making a donation. ❤️
37,Black Girl In Om,Greatness overload!,5,Truly needed.
38,Black Girl In Om,One of the best!,5,"Awesome podcast. Great stories, great information, great vibes!"
39,Black Girl In Om,The podcast for black women to expand!,5,"These conversations are everything! I love this podcast and have been following #BGIO since the beginning but this conversation, episode 55 was exactly what I needed to hear to level up and expand into my wildest dreams like never before!"
40,Black Girl In Om,Fav!,5,One of my top 3 podcasts for sure!!!! This podcast has really been right on time for me! I thoroughly enjoy listening. I used to dread long distance traveling by car for work but this podcast actually gives me something to look forward to!
41,Black Girl In Om,Love Love Love this podcast!,5,BGIO has been such a gem. It has helped me expand and evolve and learn about so many great women along the way! My favorite podcast!!
42,Black Girl In Om,Y’all give me life 🙌🏽,5,"I’ve been following Black Girl in Om for a couple years on Instagram but just discovered this podcast and it has instantaneously become my favorite podcast (and I’m serious when I say that I’m the queen of podcasts). Thank you for bringing so many of women of color to the front and sharing their gifts, insight, and support. Love y’all ❤️❤️❤️"
43,Black Girl In Om,I love Y’all!!,5,I don’t feel right waking up and not listening to my girls!!!! Thank you so much for being genuine and creating a space for black women to come and listen to positivity!
44,Black Girl In Om,New listener!,5,"I just want to give a simple thank you to Lauren and Deun! This podcast is my favorite. Such a great balance given.
-Cece"
45,Black Girl In Om,Yay!,5,"So Excited for your return!
I need Black Girl In Om in my life 💛💫"
46,Black Girl In Om,✨,5,So so good.
47,Black Girl In Om,WHEWWW CHILEEEE,5,"For starters let me just say that the way that the most recent episode (destigmatizing your desire) just aligned my root and sacral chakras is MAGICAL and OH SO ON TIME to say the least. now that i have finished college i feel that i am in a new season of my life and entering a new chapter in my spiritual journey. one of the things i've been praying and asking God for guidance in is feeling strong/powerful in my body. since putting that out into the universe it seems that i have been getting revelation after revelation and it all boils down to me feeling comfortable and confident in the body i was created in. as someone who was exposed to porn very young, sexuality is something that has always been part of my life in private. i feared being ""sexy and proud"" outloud because i was operating from a place of shame and judgment due to the topic of sex being a taboo in my childhood. my older brother's advice when he found out i lost my viginity at 16 was, ""just dont be a hoe"" so i have been subscribed to the mindset of being a ""good girl"" and keeping my sexual being hidden...which has been a drag to say the least. overtime i experienced various forms of sexual trauma that made it difficult for me to be intimate with someone i can say that i truly love, trust, and want to do life with overall. i am now in a place where i'm ready to reclaim my sensuality as the ratchet, righteous, renassiance woman that i am and this podcast completely affirmed the journey i'm embarking on along with the numeric messages i've been getting from my guardian angels. there is so much more i could share but i'll conclude with thankfulness–so incredibly grateful for the work you women do. can't wait to continue aligning my charkas and rejuvenating my edges with BGIO. love and light always xx ebony"
48,Black Girl In Om,Throat chakra Liberation,5,I’ve been listening for a few months. I definitely had to check out this episode after reading the intro. Let me just say my mind is blown by Ev’Yan’s throat chakra theory. It makes so much sense. Thank you all for creating a space to discuss such issues that often go unaddressed in our communities.
49,Black Girl In Om,Yes my sistaaasssss,5,This podcast has motivated me to walk more in alignment with wanting to start my own holistic business. They talk with so many black women about their holistic crafts. Ugh just love them. Speaking it into existence that I’ll be talking on here with them one day 😭
50,Black Girl In Om,Thank you!,5,Thank you for #42!! I now know what to do to heal and strengthen my sexual relationship with my husband and myself.
51,Black Girl In Om,Thank you for guiding my growth!,5,"LOVEEEEE!! ❤️
This podcast changed my life. Truly. I have been listening y’all for about 2 year now and the growth has been huge! From working on my physical strength and wealth to coming up to a 1 year anniversary with my therapist. Y’all truly inspired me to work through my traumas and healing from loss. Thank you!!"
52,Black Girl In Om,Love this podcast,5,"Gives me the support system that I never had and still don’t have. I imagine they are my sister’s giving me the advice I need by talking about their experiences, their guests, and answering the fans questions. They are so awesome and I look forward to their episodes & I revisit their old episodes whenever I need to be reminded of a certain advice/suggestion. Thank you ladies . #blackgirlmagic"
53,Black Girl In Om,Amazing,5,This show gives me so much life! Exactly what I need being an African-American living in China
54,Black Girl In Om,This is everything I’ve been looking for!,5,I love this show✨
55,Black Girl In Om,Everything I've been looking for in one podcast,5,"Seriously everything I've been looking for in a podcast: uplifting woc, inspiring storytelling, outdoors, art, empowerment, spirituality, wellness and social justice. Its a must listen for everyone."
56,Black Girl In Om,Work in Progress,3,"Good concept, needs more direction, sincerity and depth. Hosts also need to work on their interviewing skills and maybe screen clients to make sure their discussion has purpose, direction and focus. Lot of rambling on both ends."
57,Black Girl In Om,Calm Vibes ~,5,"I love the conversations, the intro “Om” , and just the chemistry of these ladies! Keep shinning and blessing everyone connected 🧡 @empwrexperience"
58,Black Girl In Om,Everything!,5,"This podcast speaks to every part of me. Millana Snow’s guest spot was sooooo relatable and enlightening. She was like the third corner of this amazing, inspiring, life-altering triangle that is Black Girls in Om! You ladies have such chemistry. Epic episode of an already epic podcast!"
59,Black Girl In Om,Rev Angel Williams,5,I truly enjoyed the episode with Rev Angel Williams. Her points truly resonated with me. Thank you ladies for what you are doing for our community 🙏🏾
60,Black Girl In Om,Kjonesdo,5,That episode with Rev. Angel Williams is a masterpiece! By far my favorite episode! Hope there’s a part 2 coming.
61,Black Girl In Om,Representation Matters,5,"So freaking excited for a podcast that totally relates to ME as a BLACK WOMAN! Yes! This is everything! Well spoken, educated, woke, witty, funny, and relatable women who continue to inspire and SPEAK! The spiritual black woman is so very powerful. I just love how they introduce us to other BOSS black babes, who are impacting our community for the better! We matter and our representation totally matters! Thank you ladies! :)"
62,Black Girl In Om,Grateful,5,"Thank you for sharing tips, past experiences & your inner most thoughts. As a 20something black woman, I can’t think of a better word to describe how your podcast/brand makes me feel. The word is grateful! Thank you. ❤️😭"
63,Black Girl In Om,You’re Impactful,5,You’re dialogue encourages people to develop insight on their past and come to self actualization. I have recommended this to my 12th grade girls because they lack women who can express life from this perspective. So thank you. Keep speaking to black womens mental emotional and spiritual health that helps heal young girls from traumatic experiences in their lives so far. 💕
64,Black Girl In Om,Day 1 supporter,5,"I absolutely love this podcast, I always walk away with a renewed sense of what it means to be black girl magic personified. Keep up the wonderful content"
65,My Seven Chakras,Awesome Podcast!!!,5,"Aditya, host of the My Seven Chakras podcast, highlight all good aspects and more in this can’t miss podcast! The host and expert guests offer insightful advice and information that is helpful to anyone that listens!"
66,My Seven Chakras,Uplifting and Positive,5,This is one of my favorite energy healing podcasts. AJ’s focus is on helping people. He has a variety of topics on his podcasts that are helpful and very informative.
67,My Seven Chakras,Seriously my favorite podcast!,5,"AJ is amazing. His demeanor, knowledge and down to earth wit, keeps me wanting more.
I love his guest selection, and I especially enjoy when he chooses a topic and really dives deep into it.
He shares so many creative stories, visions, and concepts and is super passionate!
I ❤️ being part of his wellness tribe!"
68,My Seven Chakras,Mindful,5,Fantastic podcast with a wise and caring host.
69,My Seven Chakras,Seven chakras,5,I love listening to my seven chakras at night when I can’t sleep and have learned a lot and helped me a lot spiritually. Thanks Aditya.
70,My Seven Chakras,Great Podcast,5,I love this podcast. I have learned so much listening to AJ and his guests.
71,My Seven Chakras,Amazing!!,5,"He seems to really understand how to reach people. I recently experienced a loss, and this podcast has helped me through so much, but it has also taught me how to help others who are suffering spiritually. The health tips that are recommended really really help as well! Aditya's life changing tips have improved my physical, mental, and spiritual health tremendously! People around me have actually started looking up to me because of this. And I am extremely happy to have found such a podcast. There is no podcast like it!"
72,My Seven Chakras,One of my faves,5,"AJ is an inspiration to me and I really enjoy learning about his approach to spiritual living in modern times. He comes across as a compassionate old friend, filled with wisdom to share around mindfulness, energy healing and incorporating the Yogic principles into your day-to-day lives. Thank you for this great podcast."
73,My Seven Chakras,One of the Best Spiritual Podcasts,5,"This podcast is one of my favorites because the ideas are presented very succinctly. It’s easy to follow along with the host, who is excellent. The topics are creative and enlightening. I would recommend it to anyone!"
74,My Seven Chakras,The only way to start my day,5,I have been on a spiritual journey to try to find my path and to live my best life but I had no idea where to start. I started to scroll through the podcasts and came across My seven chakras. I listen daily and it has become a routine that my kids and I listen on the way to school. AJ is such a kind and intelligent soul and his guests provide wonderful experiences that has led them to where they are and they bring such expertise. I’m new to this journey but I am so grateful that my path has introduced this wonderful podcast to be my guide.
75,My Seven Chakras,Jen lee,5,Great host & content!
76,My Seven Chakras,A step on the spiritual ladder,5,I have been seeking spiritual growth and development. I am intrigued with the notion of mind power and it’s relationship with “reality”. I was looking for a podcast for a long drive and was led to this one. As I listened to my first episodes I became so excited and optimistic for all of the potential that is offered. I’m only at the beginning of this journey but I have a feeling that this podcast is an important step on my ladder of spiritual ascendancy.
77,My Seven Chakras,Always inspiring!,5,"Thank you AJ I just recently discovered your podcasts and can only say keep going! The topics, guests and information are so interesting. Also, your kind words bring joy to my heart. With lots of gratitude-Kate (New Jersey)"
78,My Seven Chakras,You did this brilliantly. You speak so fluently obviously you’re a master,5,"Hi my name is Stacy Rosman I’m gonna keep this short and sweet. I know it’s such a thing as a lot of people in this field were in the entertainment industry like myself like you like Emily Akashi. I was the ring on for the FC in Vegas I was leaving the casino valet driver runs me over with my own car. 15 years earlier I was another horrible car accident. But let me say and biggest challenges in life most likely will be your biggest gifts!! So after 36 major operations every year 31 years and then also studying this has been the most magical experience of my life and my healing I rewired my neurological brain on the cells in my body. I’m going to look you about did quickly. I did not want to miss anything and he said because you’re binocular is between scientific and real people which is really something special. Normally the scientist in the doctors think one way and the teachers speak another way. This is I would think and as being very Thibodeau would imagine that you have had your own experience that was pretty challenging of a journey. Or maybe it was your last life. I want to thank you tremendously for being exquisite and what you do. I will go do more research on you because that’s the type of person I am I have to know everything I’m still studying after 27 years and I’m also studying with Tony Robbins and Dean Graziosi as my coaches. Do you have something very special that other people don’t possess and it’s coming through from your authenticity. I’m finishing studying in advance course with Susan Mor... I know everything that she is saying but I had to start there because she doesn’t really know who I am I didn’t know I was I’m going to take the next level and it’s always good to hear from somebody else and know that you are hundred percent of course thank you I don’t know what I was on Howard Stern to. But I did apply by Tasha that was on time yeah 18 years ago. I’m very proud of you keep it up the world needs it and obviously it’s your passion peace, love, happiness, joy, compassion and always sent out to you. Yes and they were in your magic. You’re wonderful warmly, Stacy Rosman PS I do not take any kind of medicine not even Advil and my pain level 0-out of a seven. Often people come to me and legally I don’t know if it’s appropriate for myself to handle it I don’t know what your medical background is but I would be interested in because I would be happy to turn them over to you. I know I could do it but I’m not going to do something out of the realm of the legal system
It could also be a color maybe he’s not feeling somethings Pacific is aware of or maybe dizzy but it also could be a color"
79,My Seven Chakras,This podcast resonates to one’s core! ❤️❤️❤️,5,"I started listening to this podcast today, and right away I could feel the energy and intention behind it. I had been asking for a sign from the universe, and this podcast flew into my life in a big way. I believe if you have the right intention, the universe will provide the proper means and vehicle to fulfill your dreams. So, I am beyond grateful to have found this podcast and I can’t wait to learn more about my spiritual journey and chakras. Thank you thank you AJ. Your time and energy has not been wasted. Continue impacting the world and lifting up those in need. Peace and Love. John Amundsen AKA Waking Up With John."
80,My Seven Chakras,The best podcast around!,5,"Has helped me significantly and offers so much advice. Love it, thank you!"
81,My Seven Chakras,Life changing,5,"A friend of mine introduced me to this pod cast and honestly it so amazing! I try to stay focused on my spiritual practice, yoga, meditation etc. This pod cast just seals everything together for me. Busy days I listen to the pod cast while getting ready for work or while doing things around the house. I love this pod cast so much. I have been introduced to so many different healers, people and books. I also love audio books. Thank you so much for sharing this with all of us. ❤️❤️❤️❤️❤️
Christy LoPresto"
82,My Seven Chakras,Love this Podcast,5,"If you are looking for a podcast to align with your spirituality and help you stay focused this is great. Honestly this Podcast feels like home to me because it aligns with me in so many ways to many times. I really appreciate the content, and time and effort that goes into this show! Keep up the good work!"
83,My Seven Chakras,A fantastic pod for both beginners and experts!,5,"I’ve been a listener to the my seven chakras podcast since the beginning of 2018 and it is still my favorite spiritual podcast to this day. While being on my own path of spiritual enlightenment and working on becoming a healer, this podcast has been a great guide and has taught me many new things! Aj does an excellent job delivering fresh and knowledgeable information on the chakras and energetic healing. His guests are very intelligent, and he has a wide variety of topics that can teach both beginners and experts on how to become more in touch with your higher self and to help heal not only yourself but those around you as well. The more you listen, the more you will learn. He even does podcast sessions that are short and simple meditation practices! If you are looking to heal yourself (or others), or find new holistic approaches to your day to day life, this is the podcast to listen to. 😊🕉🙏☮️"
84,My Seven Chakras,Enlightening,5,"I have learned so much from listening to this podcast. I enjoy hearing different perspectives and nuggets of wisdom from a variety of guests and look forward to each episode! It’s amazing to me that I hear exactly what I need each time I tune in.
I’m also enjoying the journey with AJ as his podcast evolves. You’re doing a wonderful job, AJ! Thank you for creating and continually developing this space for those of us seeking enlightenment!"
85,My Seven Chakras,Great Podcast,5,"AJ has a great thing going on here. Top notch stuff, I must say. His program is on point. He actually does take the time to have a Skype call withy you and go over your balances. I really appreciated that."
86,My Seven Chakras,Vast wisdom and truth.,5,"My seven chakras is one of a kind. The energy you feel between the host and the guest is uplifting and positive as well as the vast wisdom and truth they speak. They are not afraid to talk about their vulnerability’s making this podcast very real and relatable showing the true obstacles during ones journey to enlightenment. This podcast has a unique way of being perfect for people just beginning a spiritual journey and long-time truth seekers alike. It’s very real, knowledgeable, and positive nature will leave you feeling, refreshed, happy, and motivated!"
87,My Seven Chakras,Mindset to Lifestyle,5,"I religiously listen to this podcast while I paint, especially when I am feeling anxious. It helps ground me to the present moment and I really start to flow with my art work. It has made shifts to my mindset which transfer to my lifestyle because it helps me get to know myself, my beliefs, what I love, what I fear, what is and isn’t important to me. It puts me in a habitual state of gratitude which is extremely transformative and fulfilling in all areas of life. Proud to be apart of the action tribe! Thank you AJ."
88,My Seven Chakras,Variety of Enlightenments,5,I absolutely appreciate and look forward to hearing these particular podcasts. The amount of information that’s provided along with the awesome interviews are definitely enlightening. Love love love
89,My Seven Chakras,AJ (My Morning Cup of Joe) And so much more!,5,"🦋I found AJ’s podcast last year in December. I immediately fell in love with his show.
🦋Being a burned out bodyworker who sold my business and literally walked away from it all, it was divine timing for me to find My Seven Chakras as I reconnect with my industry and new discover new mentors.
🦋I love AJ’s sunny disposition, unique perspective and gentle voice. I listen to many of the podcasts a few times and share them with my other tribes, family, friends and clients. And even have his site link on my website.
🦋Thank you for creating a podcast that Is literally my cup of ☕️ tea, my morning motivation and my companion when taking my morning hikes.
🦋 Ten 👍 Thumbs Up!"
90,My Seven Chakras,Generous Soul,5,"I discovered AJ and My Seven Chakras when I decided to learn more about the Chakras. I have since listened to well over a dozen different podcasts by AJ and my mind is swirling and expanding. His choice of guests are quite remarkable, but even more so, AJ truly expresses and comes from a place of interest and caring. He is truly engaged and often asks questions, that I believe so many of us would, not just accepting but truly interacting and raising the bar on learning. I can honestly recommed AJ and My Seven Chakras to anyone on this journey."
91,My Seven Chakras,Love this podcast!,5,"This channel speaks my language!!❤️🧡💛💚💙💜💟I’ve studied and worked closely with the chakra system for over 20 years and was psyched to have found a channel that talks about so many interests I share! I’ve listened now for over a year and love what you’re doing! Keep it up!
🙏🏻👍🏼
Love & Light,
Amy
Amythyst Healing Arts
RN, RYT, CST
Reiki Master/Teacher"
92,My Seven Chakras,MySevenChakras,5,"This Podcast is AWESOME! There are so many things I am learning. Things about the universe, about me, and about people in general that is so useful. What I love most is that those of us who have been feeling alone is that we are NOT alone. There is so much support and all we have to do is reach out. Thank you AJ, you are Awesome!"
93,My Seven Chakras,Inspirational,5,I really enjoy listening to this podcast. So much information is shared and it’s so helpful.
94,My Seven Chakras,Grateful to have found this podcast!,5,"When I started to listen to podcasts, this was one of the first I subscribed to and I couldn’t have made a better decision to do so! I love it when I see that a new episode has been uploaded as it is a great way to start my day. In addition to this, I have been exposed to new books to read to help with my personal growth. Keep up the great work AJ!"
95,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Excellent,5,"I have been listening to this podcast for years. It is the best. It is a great balance between scientific (but not overwhelming) and practical information. I recommend it to all of my friends. Thank you for the education! Hosts seem like good, nice people too."
96,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Love!,5,Blythe and Dr Ray. You can’t ask for a better duo to do a podcast (and change your life!)
97,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Great podcast,5,"Listening again and again this podcast has helped in changing my life style
Waiting for next episode"
98,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Best Health Podcast Ever!,5,"I love, love, live this podcast. I recently found this gem. Now I am addicted! I love all the evidence based, factual information. I see you guys as my “support group”. I listen to you guys everyday and since I’m new to podcast I have lots of material left which is great! Sometimes if a certain episode resonates within me I’ll even listen to it multiple times!"
99,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Changed my life!,5,I lost 30 lbs by implementing things I learned on this podcast. Feeling great and loving life. I have more energy to play with my kids after work. My wife has seen a huge change in my energy levels and a huge change on my beer belly. She thanks you too!
100,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Thankful every day!,5,"I am obsessed! I stumbled upon this podcast at the perfect time, right when I decided it was time to put myself first and gain back my health. I’ve learned so much and have been able to stay on track with ease because of their sound advice and straight up facts!! They really break things down for true understanding and application in your own life. Currently listening at the gym while I get in my well rounded workout (my new normal -learning and burning!) Ray and Blythe are awesome! 5 ⭐️ Can not recommend enough!"
101,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,LOVE!,5,Thank you for the science! I finally know what to do and why!!
102,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Love this podcast,4,"I love the podcast and wish there was more spooky stories. The reason I gave four star are the ads and contradictions. The girls support sustainable living yet they promote products that are not associated with sustainable living at all in fact opposite of it . But there are ads that do support sustainable living. Sorry confused. Care of is not environmentally friendly, too many little pockets and waste. Sorry but I don’t get how you could support and claim for being all about saving the environment and sustainable living while supporting companies that are not at all good for the environment and adds to it being bad."
103,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Game Changers!,5,"For years I've been a health nut with very up and down results in terms of body composition. I swore I was doing everything right and went through numerous periods of starvation dieting. None of this produced the long term results I wanted...... I then stumbled upon Cut the Fat podcasts and was completely re-educated after I keed you not, 24 years of doing things the wrong way. I highly, highly, HIGHLY recommend you guys subscribe to this podcast I didn't just make it through the holidays without gaining weight, I leaned out and didn't feel like I was missing out on a thing. They'll change your body and your relationship with food and exercise. Awesome experience all around, fan for life!"
104,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,No better advice out there!! They should be paid to do this!,5,THE BEST ADVICE I’VE EVER BEEN GIVEN!!! Am absolute must!!!
105,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Amazing and incredibly informative show!,5,"You two are amazing! I’m a personal trainer and I absolutely learn so much from this show. If you are a trainer, a dieter, etc.. this show is a must!!"
106,Cut The Fat Weight Loss Podcast | Weight Loss Motivation | Diet Advice | Lose Weight | Fitness,Helpful and Informative,5,"I am so thankful to Ray and Blythe for all of the knowledge that they share. I discovered this podcast toward the end of my weight loss journey. I only wish I had started out knowing some of the “golden nuggets” that they share. They are life-changing. Listening to their podcast has taught me patience and flexibility with my weight loss. They are helping me develop a plan that I can live with, tweak, and reevaluate for the rest of my life. Thanks guys!"
